student_id,week,assignment_submitted,submission_delay_days,short_text_submission
S2274,16,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2275,1,yes,1.0,I tried to apply the methods we discussed in class..
S2275,2,yes,0.0,I reviewed the readings and completed the analysis..
S2275,3,yes,1.0,I completed the assignment based on the course materials..
S2275,4,yes,3.0,I submitted the work..
S2275,5,no,,
S2275,6,no,,
S2275,7,no,,
S2275,8,yes,2.0,I completed the assignment based on the course materials..
S2275,9,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2275,10,yes,0.0,I followed the instructions and addressed all the requirements..
S2275,11,no,,
S2275,12,no,,
S2275,13,no,,
S2275,14,yes,0.0,I followed the instructions and addressed all the requirements..
S2275,15,yes,0.0,I followed the instructions and addressed all the requirements..
S2275,16,no,,
S2276,1,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2276,2,yes,0.0,The examples in class really helped me understand the concepts better..
S2276,3,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2276,4,yes,0.0,I found this topic interesting and learned a lot from the research..
S2276,5,yes,0.0,This connects well with what we studied in previous weeks..
S2276,6,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2276,7,yes,1.0,I completed the assignment based on the course materials..
S2276,8,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2276,9,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2276,10,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2276,11,yes,0.0,The examples in class really helped me understand the concepts better..
S2276,12,yes,1.0,The examples in class really helped me understand the concepts better..
S2276,13,yes,0.0,This connects well with what we studied in previous weeks..
S2276,14,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2276,15,yes,0.0,I found this topic interesting and learned a lot from the research..
S2276,16,yes,0.0,This connects well with what we studied in previous weeks..
S2277,1,yes,1.0,I tried to apply the methods we discussed in class..
S2277,2,yes,1.0,I tried to apply the methods we discussed in class..
S2277,3,yes,1.0,I reviewed the readings and completed the analysis..
S2277,4,yes,0.0,I reviewed the readings and completed the analysis..
S2277,5,yes,0.0,I followed the instructions and addressed all the requirements..
S2277,6,yes,1.0,I completed the assignment based on the course materials..
S2277,7,yes,2.0,I reviewed the readings and completed the analysis..
S2277,8,yes,1.0,I found this topic interesting and learned a lot from the research..
S2277,9,yes,1.0,I think I understand the main concepts from this exercise..
S2277,10,yes,0.0,I think I understand the main concepts from this exercise..
S2277,11,yes,0.0,I completed the assignment based on the course materials..
S2277,12,yes,1.0,I followed the instructions and addressed all the requirements..
S2277,13,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2277,14,yes,0.0,I reviewed the readings and completed the analysis..
S2277,15,yes,1.0,I tried to apply the methods we discussed in class..
S2277,16,no,,
S2278,1,yes,0.0,I tried to apply the methods we discussed in class..
S2278,2,no,,
S2278,3,yes,1.0,I reviewed the readings and completed the analysis..
S2278,4,yes,0.0,I think I understand the main concepts from this exercise..
S2278,5,yes,2.0,I reviewed the readings and completed the analysis..
S2278,6,yes,0.0,I reviewed the readings and completed the analysis..
S2278,7,yes,0.0,I followed the instructions and addressed all the requirements..
S2278,8,yes,1.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2278,9,yes,1.0,I completed the assignment based on the course materials..
S2278,10,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2278,11,yes,3.0,I completed the assignment based on the course materials..
S2278,12,yes,1.0,I tried to apply the methods we discussed in class..
S2278,13,no,,
S2278,14,yes,1.0,I completed the assignment based on the course materials..
S2278,15,no,,
S2278,16,yes,0.0,I followed the instructions and addressed all the requirements..
S2279,1,yes,2.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2279,2,yes,2.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2279,3,yes,0.0,I completed the assignment based on the course materials..
S2279,4,yes,0.0,I did the assignment as required. I found the connections to previous material particularly helpful..
S2279,5,yes,1.0,I submitted the work..
S2279,6,yes,1.0,I reviewed the readings and completed the analysis..
S2279,7,yes,2.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2279,8,yes,1.0,I completed what was asked for..
S2279,9,no,,
S2279,10,yes,1.0,I did the assignment as required..
S2279,11,yes,4.0,I did the assignment as required. I found the connections to previous material particularly helpful..
S2279,12,no,,
S2279,13,yes,2.0,I think I understand the main concepts from this exercise..
S2279,14,yes,2.0,I completed what was asked for. I found the connections to previous material particularly helpful..
S2279,15,yes,1.0,I tried to apply the methods we discussed in class..
S2279,16,yes,0.0,I followed the instructions and addressed all the requirements..
S2280,1,no,,
S2280,2,yes,0.0,The examples in class really helped me understand the concepts better..
S2280,3,yes,0.0,This connects well with what we studied in previous weeks..
S2280,4,yes,1.0,I found this topic interesting and learned a lot from the research..
S2280,5,yes,0.0,I think I understand the main concepts from this exercise..
S2280,6,no,,
S2280,7,yes,0.0,I reviewed the readings and completed the analysis..
S2280,8,no,,
S2280,9,no,,
S2280,10,yes,2.0,I tried to apply the methods we discussed in class..
S2280,11,yes,2.0,I turned in the assignment..
S2280,12,no,,
S2280,13,yes,1.0,I followed the guidelines..
S2280,14,yes,5.0,I followed the guidelines..
S2280,15,no,,
S2280,16,no,,
S2281,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2281,2,yes,1.0,I reviewed the readings and completed the analysis..
S2281,3,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2281,4,yes,1.0,This connects well with what we studied in previous weeks..
S2281,5,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2281,6,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2281,7,yes,1.0,The examples in class really helped me understand the concepts better..
S2281,8,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2281,9,yes,1.0,I reviewed the readings and completed the analysis..
S2281,10,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2281,11,yes,1.0,The examples in class really helped me understand the concepts better..
S2281,12,yes,1.0,The examples in class really helped me understand the concepts better..
S2281,13,yes,1.0,I completed the assignment based on the course materials..
S2281,14,yes,2.0,I applied what we learned to a real-world situation in my analysis..
S2281,15,yes,0.0,I found this topic interesting and learned a lot from the research..
S2281,16,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2282,1,yes,0.0,This connects well with what we studied in previous weeks..
S2282,2,yes,0.0,The examples in class really helped me understand the concepts better..
S2282,3,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2282,4,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2282,5,yes,2.0,I applied what we learned to a real-world situation in my analysis. I found the connections to previous material particularly helpful..
S2282,6,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2282,7,yes,0.0,I found this topic interesting and learned a lot from the research..
S2282,8,yes,0.0,This connects well with what we studied in previous weeks..
S2282,9,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2282,10,yes,0.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2282,11,yes,0.0,This connects well with what we studied in previous weeks..
S2282,12,no,,
S2282,13,yes,1.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2282,14,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2282,15,yes,0.0,The examples in class really helped me understand the concepts better..
S2282,16,yes,0.0,This connects well with what we studied in previous weeks..
S2283,1,yes,1.0,I reviewed the readings and completed the analysis..
S2283,2,no,,
S2283,3,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2283,4,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2283,5,no,,
S2283,6,yes,0.0,This connects well with what we studied in previous weeks..
S2283,7,yes,0.0,This connects well with what we studied in previous weeks..
S2283,8,yes,1.0,The examples in class really helped me understand the concepts better..
S2283,9,yes,2.0,The examples in class really helped me understand the concepts better..
S2283,10,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2283,11,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2283,12,no,,
S2283,13,yes,0.0,The examples in class really helped me understand the concepts better..
S2283,14,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2283,15,yes,0.0,I found this topic interesting and learned a lot from the research..
S2283,16,yes,1.0,I think I understand the main concepts from this exercise..
S2284,1,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2284,2,yes,2.0,This connects well with what we studied in previous weeks..
S2284,3,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2284,4,yes,1.0,This connects well with what we studied in previous weeks..
S2284,5,yes,1.0,I completed the assignment based on the course materials..
S2284,6,yes,1.0,I tried to apply the methods we discussed in class..
S2284,7,yes,1.0,I completed the assignment based on the course materials..
S2284,8,yes,0.0,I think I understand the main concepts from this exercise..
S2284,9,yes,3.0,I think I understand the main concepts from this exercise..
S2284,10,yes,1.0,I reviewed the readings and completed the analysis..
S2284,11,no,,
S2284,12,yes,2.0,I completed what was asked for..
S2284,13,yes,4.0,I submitted the work..
S2284,14,no,,
S2284,15,yes,4.0,I followed the guidelines..
S2284,16,no,,
S2285,1,yes,0.0,I think I understand the main concepts from this exercise..
S2285,2,no,,
S2285,3,yes,2.0,I reviewed the readings and completed the analysis..
S2285,4,no,,
S2285,5,yes,1.0,I think I understand the main concepts from this exercise..
S2285,6,yes,1.0,I reviewed the readings and completed the analysis..
S2285,7,no,,
S2285,8,yes,2.0,I completed the assignment based on the course materials..
S2285,9,yes,3.0,I completed the assignment based on the course materials..
S2285,10,yes,2.0,I reviewed the readings and completed the analysis..
S2285,11,no,,
S2285,12,yes,1.0,I completed the assignment based on the course materials..
S2285,13,yes,3.0,I completed the assignment based on the course materials..
S2285,14,yes,2.0,I followed the instructions and addressed all the requirements..
S2285,15,yes,1.0,I completed the assignment based on the course materials..
S2285,16,yes,0.0,I tried to apply the methods we discussed in class..
S2286,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2286,2,yes,1.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2286,3,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2286,4,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2286,5,yes,0.0,This connects well with what we studied in previous weeks..
S2286,6,yes,0.0,The examples in class really helped me understand the concepts better..
S2286,7,yes,1.0,I found this topic interesting and learned a lot from the research..
S2286,8,yes,0.0,I think I understand the main concepts from this exercise..
S2286,9,yes,0.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2286,10,no,,
S2286,11,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2286,12,no,,
S2286,13,yes,0.0,The examples in class really helped me understand the concepts better..
S2286,14,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2286,15,yes,2.0,This connects well with what we studied in previous weeks. I found the connections to previous material particularly helpful..
S2286,16,no,,
S2287,1,yes,2.0,I found this topic interesting and learned a lot from the research..
S2287,2,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2287,3,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2287,4,yes,1.0,This connects well with what we studied in previous weeks..
S2287,5,yes,0.0,I tried to apply the methods we discussed in class..
S2287,6,yes,2.0,I followed the instructions and addressed all the requirements..
S2287,7,yes,1.0,I followed the instructions and addressed all the requirements..
S2287,8,yes,0.0,I think I understand the main concepts from this exercise..
S2287,9,yes,1.0,I think I understand the main concepts from this exercise..
S2287,10,yes,4.0,I completed the assignment based on the course materials..
S2287,11,yes,2.0,I turned in the assignment..
S2287,12,yes,1.0,I completed what was asked for..
S2287,13,no,,
S2287,14,yes,1.0,I turned in the assignment..
S2287,15,no,,
S2287,16,yes,1.0,I did the assignment as required..
S2288,1,yes,0.0,I followed the instructions and addressed all the requirements..
S2288,2,yes,0.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2288,3,yes,0.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2288,4,yes,2.0,I think I understand the main concepts from this exercise..
S2288,5,yes,0.0,I reviewed the readings and completed the analysis..
S2288,6,yes,1.0,I followed the instructions and addressed all the requirements..
S2288,7,yes,0.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2288,8,no,,
S2288,9,yes,0.0,I reviewed the readings and completed the analysis..
S2288,10,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2288,11,yes,1.0,I reviewed the readings and completed the analysis..
S2288,12,yes,0.0,This connects well with what we studied in previous weeks..
S2288,13,yes,2.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2288,14,yes,1.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2288,15,yes,1.0,I followed the instructions and addressed all the requirements..
S2288,16,yes,1.0,I think I understand the main concepts from this exercise..
S2289,1,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2289,2,yes,0.0,This connects well with what we studied in previous weeks..
S2289,3,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2289,4,yes,1.0,I found this topic interesting and learned a lot from the research..
S2289,5,yes,1.0,I think I understand the main concepts from this exercise..
S2289,6,yes,1.0,I tried to apply the methods we discussed in class..
S2289,7,no,,
S2289,8,yes,2.0,I think I understand the main concepts from this exercise..
S2289,9,yes,4.0,I think I understand the main concepts from this exercise..
S2289,10,yes,2.0,I think I understand the main concepts from this exercise..
S2289,11,yes,3.0,I turned in the assignment..
S2289,12,no,,
S2289,13,yes,2.0,I completed what was asked for..
S2289,14,no,,
S2289,15,yes,1.0,I followed the guidelines..
S2289,16,no,,
S2290,1,yes,1.0,This connects well with what we studied in previous weeks..
S2290,2,yes,1.0,The examples in class really helped me understand the concepts better..
S2290,3,no,,
S2290,4,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2290,5,yes,0.0,This connects well with what we studied in previous weeks..
S2290,6,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2290,7,yes,1.0,I found this topic interesting and learned a lot from the research..
S2290,8,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2290,9,yes,0.0,I found this topic interesting and learned a lot from the research..
S2290,10,yes,2.0,I enjoyed exploring the different perspectives on this topic..
S2290,11,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2290,12,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2290,13,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2290,14,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2290,15,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2290,16,yes,0.0,This connects well with what we studied in previous weeks..
S2291,1,yes,2.0,The examples in class really helped me understand the concepts better..
S2291,2,no,,
S2291,3,yes,0.0,The examples in class really helped me understand the concepts better..
S2291,4,yes,0.0,This connects well with what we studied in previous weeks..
S2291,5,yes,1.0,The examples in class really helped me understand the concepts better..
S2291,6,yes,0.0,I found this topic interesting and learned a lot from the research..
S2291,7,no,,
S2291,8,yes,1.0,I completed the assignment based on the course materials..
S2291,9,yes,0.0,The examples in class really helped me understand the concepts better..
S2291,10,yes,1.0,I applied what we learned to a real-world situation in my analysis..
S2291,11,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2291,12,yes,0.0,I think I understand the main concepts from this exercise..
S2291,13,yes,0.0,I found this topic interesting and learned a lot from the research..
S2291,14,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2291,15,yes,0.0,I tried to apply the methods we discussed in class..
S2291,16,yes,1.0,I tried to apply the methods we discussed in class..
S2292,1,yes,1.0,I reviewed the readings and completed the analysis..
S2292,2,yes,1.0,I completed the assignment based on the course materials..
S2292,3,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2292,4,yes,2.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2292,5,yes,1.0,I completed the assignment based on the course materials..
S2292,6,yes,0.0,I reviewed the readings and completed the analysis..
S2292,7,yes,1.0,I tried to apply the methods we discussed in class..
S2292,8,yes,3.0,I think I understand the main concepts from this exercise..
S2292,9,yes,3.0,I completed the assignment based on the course materials..
S2292,10,yes,2.0,I tried to apply the methods we discussed in class..
S2292,11,no,,
S2292,12,yes,0.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2292,13,yes,1.0,I followed the instructions and addressed all the requirements..
S2292,14,yes,1.0,I followed the instructions and addressed all the requirements..
S2292,15,yes,1.0,I tried to apply the methods we discussed in class..
S2292,16,yes,2.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2293,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2293,2,yes,0.0,I found this topic interesting and learned a lot from the research..
S2293,3,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2293,4,no,,
S2293,5,yes,1.0,The examples in class really helped me understand the concepts better..
S2293,6,no,,
S2293,7,yes,0.0,This connects well with what we studied in previous weeks..
S2293,8,yes,0.0,I found this topic interesting and learned a lot from the research..
S2293,9,no,,
S2293,10,yes,1.0,I found this topic interesting and learned a lot from the research..
S2293,11,yes,1.0,I followed the instructions and addressed all the requirements..
S2293,12,yes,3.0,I completed what was asked for..
S2293,13,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2293,14,yes,0.0,I tried to apply the methods we discussed in class..
S2293,15,no,,
S2293,16,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2294,1,yes,0.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2294,2,yes,1.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2294,3,yes,1.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2294,4,yes,0.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2294,5,yes,2.0,The examples in class really helped me understand the concepts better. I found the connections to previous material particularly helpful..
S2294,6,yes,2.0,The examples in class really helped me understand the concepts better..
S2294,7,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2294,8,yes,0.0,I found this topic interesting and learned a lot from the research. I found the connections to previous material particularly helpful..
S2294,9,yes,1.0,The examples in class really helped me understand the concepts better..
S2294,10,yes,0.0,This connects well with what we studied in previous weeks..
S2294,11,yes,2.0,I think I understand the main concepts from this exercise..
S2294,12,no,,
S2294,13,no,,
S2294,14,yes,1.0,This connects well with what we studied in previous weeks..
S2294,15,yes,0.0,The examples in class really helped me understand the concepts better..
S2294,16,yes,1.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2295,1,yes,1.0,This connects well with what we studied in previous weeks..
S2295,2,yes,4.0,This connects well with what we studied in previous weeks..
S2295,3,yes,2.0,I found this topic interesting and learned a lot from the research..
S2295,4,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2295,5,yes,2.0,I completed the assignment based on the course materials..
S2295,6,yes,2.0,I followed the instructions and addressed all the requirements..
S2295,7,yes,1.0,I completed the assignment based on the course materials..
S2295,8,no,,
S2295,9,yes,2.0,I tried to apply the methods we discussed in class..
S2295,10,yes,3.0,I followed the instructions and addressed all the requirements..
S2295,11,yes,2.0,I completed what was asked for..
S2295,12,no,,
S2295,13,no,,
S2295,14,no,,
S2295,15,yes,1.0,I turned in the assignment..
S2295,16,no,,
S2296,1,yes,0.0,I tried to apply the methods we discussed in class. I found the connections to previous material particularly helpful..
S2296,2,no,,
S2296,3,yes,0.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2296,4,no,,
S2296,5,yes,1.0,I reviewed the readings and completed the analysis..
S2296,6,yes,1.0,I think I understand the main concepts from this exercise..
S2296,7,yes,1.0,I reviewed the readings and completed the analysis..
S2296,8,yes,1.0,I completed the assignment based on the course materials..
S2296,9,yes,1.0,I reviewed the readings and completed the analysis..
S2296,10,yes,0.0,I think I understand the main concepts from this exercise..
S2296,11,yes,1.0,I tried to apply the methods we discussed in class..
S2296,12,yes,0.0,I tried to apply the methods we discussed in class..
S2296,13,yes,1.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2296,14,yes,1.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2296,15,yes,0.0,I completed the assignment based on the course materials. I found the connections to previous material particularly helpful..
S2296,16,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2297,1,yes,0.0,I tried to apply the methods we discussed in class..
S2297,2,yes,0.0,I followed the instructions and addressed all the requirements..
S2297,3,yes,0.0,I found this topic interesting and learned a lot from the research..
S2297,4,yes,0.0,This connects well with what we studied in previous weeks..
S2297,5,yes,2.0,I enjoyed exploring the different perspectives on this topic..
S2297,6,yes,1.0,I found this topic interesting and learned a lot from the research..
S2297,7,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2297,8,yes,0.0,I completed the assignment based on the course materials..
S2297,9,yes,0.0,The examples in class really helped me understand the concepts better..
S2297,10,no,,
S2297,11,yes,0.0,This connects well with what we studied in previous weeks..
S2297,12,yes,2.0,I enjoyed exploring the different perspectives on this topic..
S2297,13,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2297,14,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2297,15,yes,0.0,I think I understand the main concepts from this exercise..
S2297,16,yes,0.0,I followed the instructions and addressed all the requirements..
S2298,1,yes,0.0,The examples in class really helped me understand the concepts better..
S2298,2,yes,1.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2298,3,yes,1.0,I completed the assignment based on the course materials..
S2298,4,yes,2.0,I think I understand the main concepts from this exercise. I found the connections to previous material particularly helpful..
S2298,5,yes,0.0,I reviewed the readings and completed the analysis. I found the connections to previous material particularly helpful..
S2298,6,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2298,7,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2298,8,no,,
S2298,9,no,,
S2298,10,no,,
S2298,11,no,,
S2298,12,yes,1.0,I enjoyed exploring the different perspectives on this topic. I found the connections to previous material particularly helpful..
S2298,13,yes,2.0,I followed the instructions and addressed all the requirements..
S2298,14,yes,0.0,I followed the instructions and addressed all the requirements. I found the connections to previous material particularly helpful..
S2298,15,yes,2.0,I completed the assignment based on the course materials..
S2298,16,yes,1.0,I completed the assignment based on the course materials..
S2299,1,no,,
S2299,2,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2299,3,yes,2.0,This connects well with what we studied in previous weeks..
S2299,4,yes,1.0,I found this topic interesting and learned a lot from the research..
S2299,5,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2299,6,no,,
S2299,7,yes,0.0,This connects well with what we studied in previous weeks..
S2299,8,yes,3.0,I applied what we learned to a real-world situation in my analysis..
S2299,9,yes,0.0,The examples in class really helped me understand the concepts better..
S2299,10,yes,0.0,The examples in class really helped me understand the concepts better..
S2299,11,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2299,12,no,,
S2299,13,yes,1.0,The examples in class really helped me understand the concepts better..
S2299,14,yes,0.0,I followed the instructions and addressed all the requirements..
S2299,15,yes,0.0,I found this topic interesting and learned a lot from the research..
S2299,16,no,,
S2300,1,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2300,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2300,3,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2300,4,yes,1.0,I found this topic interesting and learned a lot from the research..
S2300,5,yes,1.0,I enjoyed exploring the different perspectives on this topic..
S2300,6,yes,2.0,I tried to apply the methods we discussed in class..
S2300,7,yes,0.0,I tried to apply the methods we discussed in class..
S2300,8,yes,1.0,This connects well with what we studied in previous weeks..
S2300,9,no,,
S2300,10,yes,2.0,The examples in class really helped me understand the concepts better..
S2300,11,yes,0.0,I found this topic interesting and learned a lot from the research..
S2300,12,yes,2.0,This connects well with what we studied in previous weeks..
S2300,13,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2300,14,yes,0.0,I found this topic interesting and learned a lot from the research..
S2300,15,yes,0.0,I found this topic interesting and learned a lot from the research..
S2300,16,yes,0.0,The examples in class really helped me understand the concepts better..
S2301,1,yes,0.0,I found this topic interesting and learned a lot from the research..
S2301,2,yes,1.0,This connects well with what we studied in previous weeks..
S2301,3,yes,3.0,I found this topic interesting and learned a lot from the research..
S2301,4,yes,0.0,The examples in class really helped me understand the concepts better..
S2301,5,no,,
S2301,6,no,,
S2301,7,no,,
S2301,8,no,,
S2301,9,no,,
S2301,10,yes,3.0,I reviewed the readings and completed the analysis..
S2301,11,no,,
S2301,12,yes,3.0,I turned in the assignment..
S2301,13,no,,
S2301,14,yes,2.0,I did the assignment as required..
S2301,15,no,,
S2301,16,no,,
S2302,1,no,,
S2302,2,no,,
S2302,3,no,,
S2302,4,yes,1.0,I found this topic interesting and learned a lot from the research..
S2302,5,yes,1.0,I completed the assignment based on the course materials..
S2302,6,yes,1.0,I reviewed the readings and completed the analysis..
S2302,7,yes,2.0,I think I understand the main concepts from this exercise..
S2302,8,yes,1.0,I completed the assignment based on the course materials..
S2302,9,yes,3.0,I reviewed the readings and completed the analysis..
S2302,10,no,,
S2302,11,yes,2.0,I followed the guidelines..
S2302,12,no,,
S2302,13,no,,
S2302,14,yes,0.0,I completed what was asked for..
S2302,15,yes,4.0,I followed the guidelines..
S2302,16,no,,
S2303,1,yes,0.0,This connects well with what we studied in previous weeks..
S2303,2,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2303,3,yes,0.0,This connects well with what we studied in previous weeks..
S2303,4,no,,
S2303,5,no,,
S2303,6,yes,0.0,This connects well with what we studied in previous weeks..
S2303,7,yes,0.0,The examples in class really helped me understand the concepts better..
S2303,8,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2303,9,yes,2.0,The examples in class really helped me understand the concepts better..
S2303,10,yes,1.0,The examples in class really helped me understand the concepts better..
S2303,11,no,,
S2303,12,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2303,13,yes,2.0,This connects well with what we studied in previous weeks..
S2303,14,yes,1.0,This connects well with what we studied in previous weeks..
S2303,15,yes,0.0,The examples in class really helped me understand the concepts better..
S2303,16,yes,0.0,I enjoyed exploring the different perspectives on this topic..
S2304,1,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2304,2,yes,0.0,I think I understand the main concepts from this exercise..
S2304,3,yes,0.0,I reviewed the readings and completed the analysis..
S2304,4,yes,1.0,I completed the assignment based on the course materials..
S2304,5,yes,0.0,I completed the assignment based on the course materials..
S2304,6,no,,
S2304,7,yes,1.0,I think I understand the main concepts from this exercise..
S2304,8,yes,0.0,I followed the instructions and addressed all the requirements..
S2304,9,yes,0.0,I think I understand the main concepts from this exercise..
S2304,10,yes,2.0,I followed the instructions and addressed all the requirements..
S2304,11,yes,0.0,I completed the assignment based on the course materials..
S2304,12,yes,0.0,I completed the assignment based on the course materials..
S2304,13,yes,1.0,I reviewed the readings and completed the analysis..
S2304,14,yes,1.0,I think I understand the main concepts from this exercise..
S2304,15,yes,1.0,I think I understand the main concepts from this exercise..
S2304,16,no,,
S2305,1,yes,0.0,I followed the instructions and addressed all the requirements..
S2305,2,yes,0.0,I applied what we learned to a real-world situation in my analysis..
S2305,3,yes,2.0,I reviewed the readings and completed the analysis..
S2305,4,no,,
S2305,5,yes,3.0,I submitted the work..
S2305,6,yes,1.0,I tried to apply the methods we discussed in class..
S2305,7,yes,4.0,I turned in the assignment..
S2305,8,no,,
S2305,9,no,,
S2305,10,yes,1.0,The examples in class really helped me understand the concepts better..
S2305,11,yes,0.0,I followed the instructions and addressed all the requirements..
S2305,12,no,,
S2305,13,no,,
S2305,14,no,,
S2305,15,yes,2.0,I reviewed the readings and completed the analysis..
S2305,16,yes,2.0,I completed the assignment based on the course materials..
S2306,1,yes,2.0,This connects well with what we studied in previous weeks..
S2306,2,yes,2.0,The examples in class really helped me understand the concepts better..
S2306,3,no,,
S2306,4,yes,0.0,I applied what we learned to a real-world situation in my analysis..
